CID,BDATE,GEN
NASAW00020638,19620208,
NASAW00020639,19611217,
NASAW00020640,19611129,
NASAW00020641,19670219,
NASAW00020642,19671101,
NASAW00020643,19390715,
NASAW00020644,19390817,
NASAW00020645,19830304,
NASAW00020646,19771121,
NASAW00020647,19770714,
NASAW00020648,19780601,
NASAW00020649,19771211,
NASAW00020650,19810120,
NASAW00020651,19760220,
NASAW00020652,19750706,
NASAW00020653,19750901,
NASAW00020654,19810503,
NASAW00020655,19750805,
NASAW00020656,19751019,
NASAW00020657,19741223,
NASAW00020658,19760811,
NASAW00020659,19760903,
NASAW00020660,19750418,
NASAW00020661,19750406,
NASAW00020662,19740613,
NASAW00020663,19790903,
NASAW00020664,19731120,
NASAW00020665,19740218,
NASAW00020666,19740406,
NASAW00020667,19740626,
NASAW00020668,19740406,
NASAW00020669,19831001,
NASAW00020670,19750909,
NASAW00020671,19810209,
NASAW00020672,19810303,
NASAW00020673,19811019,
NASAW00020674,19780222,
NASAW00020675,19781029,
NASAW00020676,19720320,
NASAW00020677,19770809,
NASAW00020678,19820920,
NASAW00020679,19711111,
NASAW00020680,19770715,
NASAW00020681,19741026,
NASAW00020682,19750415,
NASAW00020683,19750218,
NASAW00020684,19740728,
NASAW00020685,19700701,
NASAW00020686,19701005,
NASAW00020687,19700804,
NASAW00020688,19710311,
NASAW00020689,19760704,
NASAW00020690,19710504,
NASAW00020691,19700814,
NASAW00020692,19761202,
NASAW00020693,19710310,
NASAW00020694,19691010,
NASAW00020695,19690807,
NASAW00020696,19691219,
NASAW00020697,19700625,
NASAW00020698,19750316,
NASAW00020699,19690812,
NASAW00020700,19700130,
NASAW00020701,19810116,
NASAW00020702,19690307,
NASAW00020703,19681122,
NASAW00020704,19680820,
NASAW00020705,19740302,
NASAW00020706,19730915,
NASAW00020707,19730707,
NASAW00020708,19800305,
NASAW00020709,19681209,
NASAW00020710,19800507,
NASAW00020711,19790705,
NASAW00020712,19800118,
NASAW00020713,19830913,
NASAW00020714,19830713,
NASAW00020715,19771220,
NASAW00020716,19790313,
NASAW00020717,19840302,
NASAW00020718,19780623,
NASAW00020719,19780217,
NASAW00020720,19780101,
NASAW00020721,19770105,
NASAW00020722,19771022,
NASAW00020723,19770624,
NASAW00020724,19760707,
NASAW00020725,19761001,
NASAW00020726,19820814,
NASAW00020727,19750713,
NASAW00020728,19760612,
NASAW00020729,19770418,
NASAW00020730,19761212,
NASAW00020731,19751212,
NASAW00020732,19860321,
NASAW00020733,19800605,
NASAW00020734,19800114,
NASAW00020735,19851019,
NASAW00020736,19801210,
NASAW00020737,19341231,
NASAW00020738,19770718,
NASAW00020739,19590324,
NASAW00020740,19581207,
NASAW00020741,19590326,
NASAW00020742,19640214,
NASAW00020743,19590111,
NASAW00020744,19580829,
NASAW00020745,19650531,
NASAW00020746,19760220,
NASAW00020747,19651121,
NASAW00020748,19600403,
NASAW00020749,19591013,
NASAW00020750,19600325,
NASAW00020751,19610418,
NASAW00020752,19610314,
NASAW00020753,19661118,
NASAW00020754,19601108,
NASAW00020755,19601201,
NASAW00020756,19670121,
NASAW00020757,19611215,
NASAW00020758,19720829,
NASAW00020759,19611117,
NASAW00020760,19730315,
NASAW00020761,19671109,
NASAW00020762,19681008,
NASAW00020763,19630210,
NASAW00020764,19620716,
NASAW00020765,19621116,
NASAW00020766,19690406,
NASAW00020767,19640322,
NASAW00020768,19630824,
NASAW00020769,19631001,
NASAW00020770,19631111,
NASAW00020771,19640613,
NASAW00020772,19690404,
NASAW00020773,19630905,
NASAW00020774,19690703,
NASAW00020775,19641221,
NASAW00020776,19650409,
NASAW00020777,19650406,
NASAW00020778,19650402,
NASAW00020779,19700804,
NASAW00020780,19640722,
NASAW00020781,19650409,
NASAW00020782,19751031,
NASAW00020783,19700313,
NASAW00020784,19640820,
NASAW00020785,19770820,
NASAW00020786,19780520,
NASAW00020787,19790131,
NASAW00020788,19790113,
NASAW00020789,19790112,
NASAW00020790,19781204,
NASAW00020791,19780805,
NASAW00020792,19761231,
NASAW00020793,19760402,
NASAW00020794,19670808,
NASAW00020795,19671115,
NASAW00020796,19670213,
NASAW00020797,19640219,
NASAW00020798,19640303,
NASAW00020799,19640221,
NASAW00020800,19630516,
NASAW00020801,19630524,
NASAW00020802,19620824,
NASAW00020803,19610815,
NASAW00020804,19610510,
NASAW00020805,19610311,
NASAW00020806,19710822,
NASAW00020807,19601230,
NASAW00020808,19711111,
NASAW00020809,19591110,
NASAW00020810,19470622,
NASAW00020811,19480115,
NASAW00020812,19850816,
NASAW00020813,19841009,
NASAW00020814,19840928,
NASAW00020815,19840804,
NASAW00020816,19860109,
NASAW00020817,19831005,
NASAW00020818,19830110,
NASAW00020819,19840820,
NASAW00020820,19841211,
NASAW00020821,19840222,
NASAW00020822,19830131,
NASAW00020823,19821026,
NASAW00020824,19481106,
NASAW00020825,19490602,
NASAW00020826,19720508,
NASAW00020827,19670306,
NASAW00020828,19660817,
NASAW00020829,19670515,
NASAW00020830,19660719,
NASAW00020831,19720602,
NASAW00020832,19720505,
NASAW00020833,19651108,
NASAW00020834,19660124,
NASAW00020835,19641211,
NASAW00020836,19760318,
NASAW00020837,19650228,
NASAW00020838,19641014,
NASAW00020839,19641011,
NASAW00020840,19630806,
NASAW00020841,19750501,
NASAW00020842,19660403,
NASAW00020843,19650902,
NASAW00020844,19810316,
NASAW00020845,19700517,
NASAW00020846,19640923,
NASAW00020847,19640804,
NASAW00020848,19631215,
NASAW00020849,19810120,
NASAW00020850,19810910,
NASAW00020851,19810503,
NASAW00020852,19810702,
NASAW00020853,19811004,
NASAW00020854,19740802,
NASAW00020855,19810302,
NASAW00020856,19750107,
NASAW00020857,19750418,
NASAW00020858,19741029,
NASAW00020859,19800903,
NASAW00020860,19740919,
NASAW00020861,19750115,
NASAW00020862,19801008,
NASAW00020863,19750211,
NASAW00020864,19740924,
NASAW00020865,19280319,
NASAW00020866,19271201,
NASAW00020867,19571020,
NASAW00020868,19570309,
NASAW00020869,19791223,
NASAW00020870,19730807,
NASAW00020871,19790913,
NASAW00020872,19840816,
NASAW00020873,19740522,
NASAW00020874,19740520,
NASAW00020875,19740605,
NASAW00020876,19731025,
NASAW00020877,19740412,
NASAW00020878,19790121,
NASAW00020879,19790903,
NASAW00020880,19780417,
NASAW00020881,19780603,
NASAW00020882,19840306,
NASAW00020883,19781112,
NASAW00020884,19720708,
NASAW00020885,19730314,
NASAW00020886,19720907,
NASAW00020887,19720101,
NASAW00020888,19710721,
NASAW00020889,19770620,
NASAW00020890,19720414,
NASAW00020891,19781110,
NASAW00020892,19730108,
NASAW00020893,19330202,
NASAW00020894,19720320,
NASAW00020895,19720609,
NASAW00020896,19711111,
NASAW00020897,19710824,
NASAW00020898,19720124,
NASAW00020899,19710506,
NASAW00020900,19701001,
NASAW00020901,19710401,
NASAW00020902,19761202,
NASAW00020903,19710425,
NASAW00020904,19710318,
NASAW00020905,19691203,
NASAW00020906,19691106,
NASAW00020907,19700521,
NASAW00020908,19750420,
NASAW00020909,19681019,
NASAW00020910,19770217,
NASAW00020911,19720130,
NASAW00020912,19720501,
NASAW00020913,19681028,
NASAW00020914,19781019,
NASAW00020915,19701016,
NASAW00020916,19701109,
NASAW00020917,19760220,
NASAW00020918,19751031,
NASAW00020919,19800916,
NASAW00020920,19750621,
NASAW00020921,19751222,
NASAW00020922,19700117,
NASAW00020923,19690508,
NASAW00020924,19830605,
NASAW00020925,19841002,
NASAW00020926,19850114,
NASAW00020927,19841213,
NASAW00020928,19850415,
NASAW00020929,19841209,
NASAW00020930,19681211,
NASAW00020931,19690413,
NASAW00020932,19671123,
NASAW00020933,19840223,
NASAW00020934,19830201,
NASAW00020935,19830413,
NASAW00020936,19821220,
NASAW00020937,19830102,
NASAW00020938,19830220,
NASAW00020939,19820304,
NASAW00020940,19820225,
NASAW00020941,19810105,
NASAW00020942,19860322,
NASAW00020943,19800928,
NASAW00020944,19811122,
NASAW00020945,19811123,
NASAW00020946,19810924,
NASAW00020947,19811206,
NASAW00020948,19810105,
NASAW00020949,19800309,
NASAW00020950,19851109,
NASAW00020951,19800321,
NASAW00020952,19791102,
NASAW00020953,19791203,
NASAW00020954,19851007,
NASAW00020955,19860308,
NASAW00020956,19810224,
NASAW00020957,19800715,
NASAW00020958,19810325,
NASAW00020959,19680413,
NASAW00020960,19670902,
NASAW00020961,19660906,
NASAW00020962,19661117,
NASAW00020963,19670313,
NASAW00020964,19461213,
NASAW00020965,19460504,
NASAW00020966,19730408,
NASAW00020967,19621022,
NASAW00020968,19630103,
NASAW00020969,19620622,
NASAW00020970,19650510,
NASAW00020971,19420907,
NASAW00020972,19421212,
NASAW00020973,19490420,
NASAW00020974,19450419,
NASAW00020975,19450906,
NASAW00020976,19520831,
NASAW00020977,19580322,
NASAW00020978,19470624,
NASAW00020979,19470425,
NASAW00020980,19470207,
NASAW00020981,19471224,
NASAW00020982,19470809,
NASAW00020983,19860622,
NASAW00020984,19851109,
NASAW00020985,19850716,
NASAW00020986,19821025,
NASAW00020987,19830612,
NASAW00020988,19820921,
NASAW00020989,19810825,
NASAW00020990,19820409,
NASAW00020991,19820605,
NASAW00020992,19850112,
NASAW00020993,19841011,
NASAW00020994,19850421,
NASAW00020995,19840816,
NASAW00020996,19840919,
NASAW00020997,19850106,
NASAW00020998,19830703,
NASAW00020999,19831025,
NASAW00021000,19830923,
NASAW00021001,19831004,
NASAW00021002,19830426,
NASAW00021003,19670513,
NASAW00021004,19721102,
NASAW00021005,19650826,
NASAW00021006,19660118,
NASAW00021007,19710418,
NASAW00021008,19660118,
NASAW00021009,19660406,
NASAW00021010,19711207,
NASAW00021011,19660525,
NASAW00021012,19650118,
NASAW00021013,19631030,
NASAW00021014,19631021,
NASAW00021015,19690228,
NASAW00021016,19710805,
NASAW00021017,19651006,
NASAW00021018,19710720,
NASAW00021019,19651111,
NASAW00021020,19700218,
NASAW00021021,19650107,
NASAW00021022,19631212,
NASAW00021023,19810116,
NASAW00021024,19750704,
NASAW00021025,19760115,
NASAW00021026,19750918,
NASAW00021027,19750921,
NASAW00021028,19811019,
NASAW00021029,19750212,
NASAW00021030,19811019,
NASAW00021031,19810302,
NASAW00021032,19750415,
NASAW00021033,19750510,
NASAW00021034,19750323,
NASAW00021035,19750113,
NASAW00021036,19800618,
NASAW00021037,19801014,
NASAW00021038,19750223,
NASAW00021039,19740902,
NASAW00021040,19740919,
NASAW00021041,19580504,
NASAW00021042,19580207,
NASAW00021043,19561207,
NASAW00021044,19570106,
NASAW00021045,19641031,
NASAW00021046,19640909,
NASAW00021047,19790123,
NASAW00021048,19731215,
NASAW00021049,19731206,
NASAW00021050,19730803,
NASAW00021051,19841121,
NASAW00021052,19730908,
NASAW00021053,19740208,
NASAW00021054,19740520,
NASAW00021055,19740103,
NASAW00021056,19740507,
NASAW00021057,19300906,
NASAW00021058,19720818,
NASAW00021059,19720803,
NASAW00021060,19730217,
NASAW00021061,19780614,
NASAW00021062,19840203,
NASAW00021063,19770419,
NASAW00021064,19720519,
NASAW00021065,19840302,
NASAW00021066,19770406,
NASAW00021067,19760301,
NASAW00021068,19700728,
NASAW00021069,19710614,
NASAW00021070,19700703,
NASAW00021071,19760108,
NASAW00021072,19760219,
NASAW00021073,19710504,
NASAW00021074,19760306,
NASAW00021075,19701207,
NASAW00021076,19700531,
NASAW00021077,19691005,
NASAW00021078,19800805,
NASAW00021079,19691109,
NASAW00021080,19700116,
NASAW00021081,19690907,
NASAW00021082,19750815,
NASAW00021083,19741216,
NASAW00021084,19440521,
NASAW00021085,19390516,
NASAW00021086,19381026,
NASAW00021087,19720219,
NASAW00021088,19761124,
NASAW00021089,19760610,
NASAW00021090,19701224,
NASAW00021091,19760415,
NASAW00021092,19690805,
NASAW00021093,19750929,
NASAW00021094,19800513,
NASAW00021095,19741202,
NASAW00021096,19690302,
NASAW00021097,19821219,
NASAW00021098,19840810,
NASAW00021099,19841021,
NASAW00021100,19841220,
NASAW00021101,19840904,
NASAW00021102,19680829,
NASAW00021103,19690120,
NASAW00021104,19681230,
NASAW00021105,19740502,
NASAW00021106,19670709,
NASAW00021107,19730922,
NASAW00021108,19680522,
NASAW00021109,19830827,
NASAW00021110,19840204,
NASAW00021111,19840614,
NASAW00021112,19820914,
NASAW00021113,19830107,
NASAW00021114,19830504,
NASAW00021115,19821229,
NASAW00021116,19820612,
NASAW00021117,19801120,
NASAW00021118,19800919,
NASAW00021119,19810721,
NASAW00021120,19820108,
NASAW00021121,19800702,
NASAW00021122,19850407,
NASAW00021123,19800209,
NASAW00021124,19791219,
NASAW00021125,19810530,
NASAW00021126,19810506,
NASAW00021127,19810121,
NASAW00021128,19801217,
NASAW00021129,19800913,
NASAW00021130,19810614,
NASAW00021131,19781005,
NASAW00021132,19791202,
NASAW00021133,19850802,
NASAW00021134,19850830,
NASAW00021135,19860425,
NASAW00021136,19850909,
NASAW00021137,19860515,
NASAW00021138,19780822,
NASAW00021139,19730620,
NASAW00021140,19721012,
NASAW00021141,19720306,
NASAW00021142,19661018,
NASAW00021143,19771107,
NASAW00021144,19720205,
NASAW00021145,19651130,
NASAW00021146,19770105,
NASAW00021147,19660114,
NASAW00021148,19720830,
NASAW00021149,19840621,
NASAW00021150,19840320,
NASAW00021151,19730620,
NASAW00021152,19730105,
NASAW00021153,19720814,
NASAW00021154,19330809,
NASAW00021155,19650901,
NASAW00021156,19650823,
NASAW00021157,19641017,
NASAW00021158,19650115,
NASAW00021159,19700605,
NASAW00021160,19650523,
NASAW00021161,19630911,
NASAW00021162,19750517,
NASAW00021163,19741129,
NASAW00021164,19630808,
NASAW00021165,19750131,
NASAW00021166,19740912,
NASAW00021167,19860406,
NASAW00021168,19751020,
NASAW00021169,19760220,
NASAW00021170,19740327,
NASAW00021171,19790202,
NASAW00021172,19790504,
NASAW00021173,19730512,
NASAW00021174,19830906,
NASAW00021175,19730120,
NASAW00021176,19840203,
NASAW00021177,19780210,
NASAW00021178,19711206,
NASAW00021179,19720109,
NASAW00021180,19700921,
NASAW00021181,19710319,
NASAW00021182,19710513,
NASAW00021183,19740315,
NASAW00021184,19740214,
NASAW00021185,19731023,
NASAW00021186,19700804,
NASAW00021187,19751013,
NASAW00021188,19700116,
NASAW00021189,19690522,
NASAW00021190,19680822,
NASAW00021191,19670723,
NASAW00021192,19680224,
NASAW00021193,19730111,
NASAW00021194,19730620,
NASAW00021195,19730111,
NASAW00021196,19720509,
NASAW00021197,19770718,
NASAW00021198,19661217,
NASAW00021199,19661206,
NASAW00021200,19661031,
NASAW00021201,19340813,
NASAW00021202,19710922,
NASAW00021203,19720623,
NASAW00021204,19720220,
NASAW00021205,19770303,
NASAW00021206,19710903,
NASAW00021207,19710713,
NASAW00021208,19371203,
NASAW00021209,19701217,
NASAW00021210,19701001,
NASAW00021211,19691109,
NASAW00021212,19700523,
NASAW00021213,19700516,
NASAW00021214,19690929,
NASAW00021215,19750824,
NASAW00021216,19691121,
NASAW00021217,19701019,
NASAW00021218,19681210,
NASAW00021219,19680806,
NASAW00021220,19671230,
NASAW00021221,19670119,
NASAW00021222,19721012,
NASAW00021223,19670324,
NASAW00021224,19630907,
NASAW00021225,19640414,
NASAW00021226,19611024,
NASAW00021227,19641007,
NASAW00021228,19640624,
NASAW00021229,19641021,
NASAW00021230,19590108,
NASAW00021231,19580710,
NASAW00021232,19541208,
NASAW00021233,19810912,
NASAW00021234,19810711,
NASAW00021235,19810505,
NASAW00021236,19801013,
NASAW00021237,19850809,
NASAW00021238,19860325,
NASAW00021239,19430503,
NASAW00021240,19850301,
NASAW00021241,19840810,
NASAW00021242,19831214,
NASAW00021243,19840404,
NASAW00021244,19830816,
NASAW00021245,19831222,
NASAW00021246,19840219,
NASAW00021247,19840609,
NASAW00021248,19431111,
NASAW00021249,19820915,
NASAW00021250,19830423,
NASAW00021251,19850409,
NASAW00021252,19840815,
NASAW00021253,19850602,
NASAW00021254,19450608,
NASAW00021255,19450301,
NASAW00021256,19521008,
NASAW00021257,19461013,
NASAW00021258,19490521,
NASAW00021259,19490121,
NASAW00021260,19811213,
NASAW00021261,19811201,
NASAW00021262,19811129,
NASAW00021263,19800807,
NASAW00021264,19840609,
NASAW00021265,19830310,
NASAW00021266,19830818,
NASAW00021267,19790302,
NASAW00021268,19790611,
NASAW00021269,19790514,
NASAW00021270,19730508,
NASAW00021271,19730223,
NASAW00021272,19791221,
NASAW00021273,19730923,
NASAW00021274,19850309,
NASAW00021275,19850525,
NASAW00021276,19840109,
NASAW00021277,19831112,
NASAW00021278,19831018,
NASAW00021279,19580403,
NASAW00021280,19840621,
NASAW00021281,19830827,
NASAW00021282,19830907,
NASAW00021283,19560317,
NASAW00021284,19810505,
NASAW00021285,19690413,
NASAW00021286,19690302,
NASAW00021287,19690515,
NASAW00021288,19681210,
NASAW00021289,19680216,
NASAW00021290,19671217,
NASAW00021291,19731214,
NASAW00021292,19840501,
NASAW00021293,19680103,
NASAW00021294,19671129,
NASAW00021295,19721217,
NASAW00021296,19780520,
NASAW00021297,19720505,
NASAW00021298,19660922,
NASAW00021299,19670114,
NASAW00021300,19780130,
NASAW00021301,19660905,
NASAW00021302,19600807,
NASAW00021303,19610210,
NASAW00021304,19600831,
NASAW00021305,19601022,
NASAW00021306,19600901,
NASAW00021307,19601012,
NASAW00021308,19601214,
NASAW00021309,19600724,
NASAW00021310,19660930,
NASAW00021311,19610425,
NASAW00021312,19460306,
NASAW00021313,19460830,
NASAW00021314,19411204,
NASAW00021315,19470816,
NASAW00021316,19410916,
NASAW00021317,19420612,
NASAW00021318,19710401,
NASAW00021319,19660307,
NASAW00021320,19710418,
NASAW00021321,19710921,
NASAW00021322,19710321,
NASAW00021323,19711207,
NASAW00021324,19650808,
NASAW00021325,19710707,
NASAW00021326,19710210,
NASAW00021327,19651121,
NASAW00021328,19650205,
NASAW00021329,19641229,
NASAW00021330,19650930,
NASAW00021331,19590907,
NASAW00021332,19600424,
NASAW00021333,19590209,
NASAW00021334,19590402,
NASAW00021335,19590304,
NASAW00021336,19590315,
NASAW00021337,19631118,
NASAW00021338,19631118,
NASAW00021339,19530921,
NASAW00021340,19421031,
NASAW00021341,19440315,
NASAW00021342,19440521,
NASAW00021343,19490206,
NASAW00021344,19540820,
NASAW00021345,19440108,
NASAW00021346,19450301,
NASAW00021347,19441009,
NASAW00021348,19450414,
NASAW00021349,19450321,
NASAW00021350,19451030,
NASAW00021351,19460124,
NASAW00021352,19460910,
NASAW00021353,19460705,
NASAW00021354,19470415,
NASAW00021355,19470216,
NASAW00021356,19470606,
NASAW00021357,19461101,
NASAW00021358,19461030,
NASAW00021359,19570523,
NASAW00021360,19530512,
NASAW00021361,19520912,
NASAW00021362,19580916,
NASAW00021363,19530808,
NASAW00021364,19821007,
NASAW00021365,19531204,
NASAW00021366,19540425,
NASAW00021367,19530913,
NASAW00021368,19830326,
NASAW00021369,19820716,
NASAW00021370,19600201,
NASAW00021371,19541011,
NASAW00021372,19540915,
NASAW00021373,19540822,
NASAW00021374,19550503,
NASAW00021375,19541121,
NASAW00021376,19660906,
NASAW00021377,19550817,
NASAW00021378,19560607,
NASAW00021379,19551006,
NASAW00021380,19551202,
NASAW00021381,19550702,
NASAW00021382,19610520,
NASAW00021383,19620807,
NASAW00021384,19570523,
NASAW00021385,19851221,
NASAW00021386,19860310,
NASAW00021387,19570601,
NASAW00021388,19841224,
NASAW00021389,19580613,
NASAW00021390,19640412,
NASAW00021391,19600101,
NASAW00021392,19590822,
NASAW00021393,19591026,
NASAW00021394,19600523,
NASAW00021395,19810519,
NASAW00021396,19810617,
NASAW00021397,19860605,
NASAW00021398,19860321,
NASAW00021399,19810524,
NASAW00021400,19841121,
NASAW00021401,19840409,
